pH,Soil EC,Phosphorus,Potassium,Urea,T.S.P,M.O.P,Moisture,Temperature,Plant Type
6.321076985,0.52832588,12.34420375,149.1119794,41.74654505,12.10997141,28.88126204,76.76716467,65.36350408,Carrots
6.595478523,0.403834387,14.44751607,135.6941119,53.22593767,14.55907398,23.33120696,75.74419845,53.64599429,Carrots
6.136050191,0.341098478,14.64351812,136.486261,30.32822253,17.06058348,24.42769328,73.16524997,51.77338232,Carrots
6.145704619,0.552190605,11.01343915,145.3821742,33.21926579,14.68215751,25.61919361,75.23507342,57.53751883,Carrots
6.127156156,0.224604601,11.98657413,138.5532758,54.37222209,19.62944921,27.61736442,78.28735066,53.99395382,Carrots
6.302466961,0.428322717,15.5730527,145.6899188,43.63669492,15.1266621,29.41877723,74.44476345,59.49546463,Carrots
6.33497821,0.303454005,15.14747928,121.9023694,46.61002004,19.69948049,25.13857675,77.5479532,59.81147717,Carrots
6.123951535,0.286521748,10.3422116,131.4214288,40.79927681,19.69880836,23.08706223,72.17920929,58.64049493,Carrots
6.685672032,0.247725022,10.11319402,118.7117269,33.61344252,19.28067587,29.9771576,71.41892045,68.02156016,Carrots
6.437008358,0.235431633,16.78492409,134.7430397,48.83628934,10.809321,20.77711834,75.96085299,51.59052717,Carrots
6.294254147,0.281533378,19.91939506,137.4452443,47.60414553,12.11838545,29.96226241,78.70878459,55.0419831,Carrots
6.624537486,0.280884122,17.27083851,146.2459116,42.69133607,10.63242003,27.18083108,76.6783785,51.08007742,Carrots
6.76490178,0.490626642,14.53405243,121.2957284,33.08951428,12.5836314,24.38346914,71.69818892,52.71365453,Carrots
6.476753545,0.578414257,15.24512351,134.7039323,47.42438965,16.69976685,22.59373144,73.56499974,57.2723832,Carrots
6.658971683,0.218698516,17.79998991,109.9398398,41.16908463,18.77501968,26.9869371,71.40292758,73.79598916,Carrots
6.443094958,0.302012492,15.56274429,135.2409854,54.3226337,18.55975167,22.36718441,76.78222156,66.94135108,Carrots
6.703887194,0.536875082,11.91354145,137.6933858,41.71648541,10.10285545,26.03322999,78.00771381,68.73476277,Carrots
6.248275043,0.337335357,10.3026322,139.5985201,57.25096307,18.98946285,26.50252174,79.01696063,53.48446145,Carrots
6.665850607,0.567519612,14.13232868,118.7178449,33.53749325,13.96353302,27.10730806,72.0517534,51.65281564,Carrots
6.198567518,0.286667156,19.00794931,114.7378645,58.0731248,14.92537966,27.68068936,70.96325658,69.30062131,Carrots
6.138404104,0.25540856,19.62754455,135.1428047,48.26792699,16.78796464,22.00736354,77.47097564,56.4227192,Carrots
6.130155171,0.535226659,18.65060301,128.2430755,51.6815274,12.37733562,21.40985369,71.22027429,67.64535429,Carrots
6.145312427,0.537628505,14.32011551,113.5259457,47.52750582,14.07172784,22.52313234,79.64196997,70.99881891,Carrots
6.160290559,0.450238648,14.87580986,130.480791,44.10770013,11.67592682,27.92503023,77.28174452,59.76999946,Carrots
6.233672849,0.222249655,17.74367435,117.4311956,53.9624114,15.73650393,24.49219095,77.03222123,52.64327089,Carrots
6.522622442,0.458688451,18.27235479,146.3797952,52.34879047,11.60705799,29.51009909,74.70676624,61.81822569,Carrots
6.172063632,0.53630363,16.90358506,115.6387321,51.59808118,15.1455423,25.5719392,73.53052576,62.2044804,Carrots
6.453189072,0.395779298,13.5479695,148.7869997,37.30373089,11.89327401,23.74445828,73.11108205,66.53641848,Carrots
6.054935939,0.233833755,15.04285177,108.4695164,54.79335314,13.2998365,20.98206627,76.02533184,60.33781558,Carrots
6.737574747,0.461944473,12.74671446,149.1385878,46.05200841,10.23588779,22.15442627,76.71837055,59.97026949,Carrots
6.345930124,0.376144856,19.37505996,121.6439561,47.97885618,10.88875964,21.91388234,74.10806073,56.40949702,Carrots
6.707358485,0.465205035,19.73320501,121.0263929,41.05974056,19.39175559,29.95445275,71.18687343,68.37337784,Carrots
6.13386771,0.267908659,15.88446999,135.2726124,54.86618674,12.68127531,20.05825989,74.34204615,74.30894715,Carrots
6.124274974,0.295670667,18.31431,131.4179702,50.20533648,11.4469354,27.76624418,77.00102124,59.34174998,Carrots
6.396815184,0.395799577,19.23322644,118.0605294,36.40309344,12.10396022,25.93324338,76.73207052,59.00422675,Carrots
6.425418138,0.308837363,15.03614228,128.6137987,40.94384451,10.14876727,24.06360041,74.3658042,68.72755185,Carrots
6.675654759,0.451101603,16.58755253,116.760252,56.13959176,17.31387972,27.3667197,76.89647541,69.88807307,Carrots
6.390068006,0.318110059,15.93818153,126.7283464,55.64420273,17.51910519,27.9290352,73.94090989,72.52719511,Carrots
6.67394098,0.497491819,14.35267937,149.1524396,55.06202163,13.92949937,21.05846728,74.98844246,71.98185032,Carrots
6.064099588,0.571355009,18.73567064,112.5812204,47.61264381,12.12523402,21.26021559,78.03764356,60.73907385,Carrots
6.275549989,0.448270053,10.49044879,134.4656175,35.69846144,17.81561516,28.24377447,79.68297003,62.85800596,Carrots
6.128126443,0.392083077,15.65496349,134.6828553,47.00504225,14.24455519,21.78570637,74.17712912,70.97225623,Carrots
6.344886051,0.215770549,13.39160343,149.2753018,34.9554774,11.08759113,25.79470407,73.012623,66.73192503,Carrots
6.054593285,0.511475938,18.03268693,100.0690718,30.53635657,13.29740725,23.99843218,75.4287075,66.92351936,Carrots
6.145726194,0.295725599,10.02476231,110.060944,36.32671651,10.03524742,25.74726175,75.02204169,52.6340386,Carrots
6.708052562,0.322643369,15.63463699,101.2907284,31.19718705,12.60891678,23.3016002,78.32354325,63.65697546,Carrots
6.099971565,0.459820934,18.1567196,107.2308298,53.50565966,11.07815114,22.26049549,70.35963851,63.14790714,Carrots
6.347761595,0.418933277,10.74818102,126.0546442,40.91378256,11.1796168,29.39660606,75.89707985,70.08962477,Carrots
6.027812553,0.241957823,16.13162649,125.1218976,43.3303949,16.88289224,26.53266755,76.62130549,72.49971224,Carrots
6.524720397,0.273934616,10.23983496,112.5890949,56.83757254,18.17386698,27.6538233,77.48636066,52.06775751,Carrots
6.115678412,0.346878563,15.23389067,122.6980109,58.91439996,18.26498223,28.69323643,75.23055599,73.43861106,Carrots
6.240056469,0.327441612,16.13516596,101.9863283,40.84027118,14.45719836,27.4407353,71.97137367,74.78881157,Carrots
6.351569829,0.455746656,18.12959516,102.9787975,34.74706782,13.74377216,22.29396319,70.63440808,74.5827285,Carrots
6.214696006,0.507452973,19.3625718,132.384606,49.50841393,13.4241,22.17092069,71.32881582,63.20982146,Carrots
6.793696639,0.40355942,17.58170951,120.2292198,38.94985788,11.50545012,20.63036022,73.28360909,72.75500405,Carrots
6.30270253,0.280569414,11.96780923,125.6915641,46.46920004,10.68541083,28.67991721,77.99638359,56.46019004,Carrots
6.434077554,0.20629588,16.08549603,121.11088,34.53587827,19.2733592,27.94143562,78.14121269,67.33496795,Carrots
6.760580444,0.567958811,17.85838836,142.1272314,46.03835982,17.57582359,29.71496677,72.85413706,60.47596013,Carrots
6.508351794,0.209821565,10.41888538,124.0842844,33.2433108,12.03075062,26.83079962,79.96971694,70.98595102,Carrots
6.672547776,0.551421725,17.4991504,104.1970968,58.76857011,12.96110675,26.69992183,76.99622879,74.79855383,Carrots
6.027427299,0.589424611,18.12236931,123.1074024,57.1292344,15.97513025,27.88001546,74.43468545,61.15339487,Carrots
6.37707614,0.214295483,14.14069686,135.0119058,44.04244399,16.61822048,23.16500546,76.33567616,72.3783212,Carrots
6.472541455,0.268864849,11.57784181,103.6859631,36.39290642,15.03934181,23.88495099,73.2970581,69.05212443,Carrots
6.688957771,0.536372055,16.11256091,148.0935188,36.03519178,12.79463036,23.58924705,79.74597041,63.97676869,Carrots
6.174408602,0.455820888,11.99425892,145.9295733,54.96446595,18.14716978,26.64438307,72.24924404,60.23682426,Carrots
6.414198079,0.497366921,18.27026219,132.7752358,43.14605825,12.78359331,22.65252126,76.24754136,53.23849539,Carrots
6.389846988,0.487711658,14.16361199,136.6779737,56.5928812,10.31372671,21.68164036,79.95915711,53.69583681,Carrots
6.383575541,0.258311807,14.71119547,133.0568551,41.50372897,17.78708566,27.36089603,71.65844428,63.45763256,Carrots
6.345603598,0.432786082,11.76686495,127.0505077,36.77580956,16.15681915,26.27266238,77.35603915,71.783242,Carrots
6.486998331,0.445653077,18.06752368,101.9664087,59.25208972,10.29354124,23.49179564,78.42052667,51.52627405,Carrots
6.359322571,0.586461194,15.87879462,116.1810523,39.07497326,17.60817639,24.78139424,77.37859255,61.58333339,Carrots
6.768444072,0.441509872,15.29425279,119.8796225,40.47182768,11.59029479,26.2391586,73.38997278,57.31335111,Carrots
6.411450572,0.350100391,12.11070533,143.5094342,48.5870484,17.84387289,21.11240138,75.07369058,52.1754508,Carrots
6.189215318,0.545883207,17.71686568,133.7335152,45.83417544,13.41352793,20.35430117,79.80978328,59.67096816,Carrots
6.735150636,0.499542706,11.01537707,145.9651201,38.95183499,15.5475152,29.65668964,75.06360111,62.67602514,Carrots
6.393806962,0.558246094,11.6119773,142.4386349,52.79186711,12.07808384,20.65229829,74.76073139,61.75747725,Carrots
6.289538229,0.246589265,12.81421039,119.8755031,53.03448102,14.48711079,25.58888635,72.62757258,65.24224556,Carrots
6.512148331,0.211035704,16.4677418,128.0955512,59.21767079,18.13292122,27.23419366,75.09882618,58.01696025,Carrots
6.31675047,0.390099363,16.39415243,135.8417598,54.449418,19.75240375,24.50133044,77.60653662,53.28348761,Carrots
6.617647632,0.460729933,11.31324501,111.4259562,39.3839792,19.1153282,24.16142674,77.78344772,58.75163461,Carrots
6.793936882,0.598368225,19.19830148,138.717904,52.24774369,11.15804065,23.71000859,75.93778491,69.84031811,Carrots
6.182198071,0.463862801,13.3938458,146.3235769,42.74616108,13.28417592,27.38674039,70.83335152,57.4216092,Carrots
6.712736275,0.368800416,16.9241271,104.1589053,58.74659441,15.52689455,24.59889756,73.83882175,50.51688918,Carrots
6.060653869,0.323292813,15.69804474,130.4224123,46.19678677,14.51941636,22.79282882,70.56936894,72.29349963,Carrots
6.415602566,0.312987277,13.07282795,108.9911781,44.45702419,11.15673797,21.20743407,74.35804281,57.4144656,Carrots
6.493094968,0.317811608,17.19838644,137.2572097,35.04502938,17.93834808,22.93176976,74.54044538,61.35736763,Carrots
6.034657465,0.303909876,12.75805526,122.3167844,52.2868339,18.8192767,28.13797396,70.38474971,70.31523544,Carrots
6.681926388,0.535053456,12.57325671,149.0532049,46.04275024,12.19562783,27.29567148,79.35870213,74.76064669,Carrots
6.26433278,0.333431655,19.77588448,118.6598966,55.93406333,13.70078754,26.70672398,76.26072353,64.68493859,Carrots
6.208921281,0.310141029,10.49598852,101.5915379,48.84750938,16.81410034,29.36577902,79.9168773,71.04694814,Carrots
6.450246345,0.400653619,12.79008227,113.6646608,32.76090934,13.14468278,29.92245063,70.71094387,58.80585065,Carrots
6.043541228,0.385758964,14.19889483,116.1198228,47.86593481,17.95211577,22.37872472,70.94159309,65.71092173,Carrots
6.409157645,0.225249585,18.57663398,144.0598761,51.57195925,10.94516181,26.57053424,73.79740493,62.53152471,Carrots
6.628035525,0.223804509,19.8362471,135.9502162,34.14784673,16.84031987,22.93392084,76.30716325,60.61525032,Carrots
6.371938413,0.263207572,12.92327117,102.9802303,38.2585315,12.64687844,22.19380287,72.70013308,58.15691651,Carrots
6.749557471,0.568267802,11.38788425,123.3507909,41.58177657,18.3088973,29.13333346,77.96453877,61.88037579,Carrots
6.742799771,0.420348877,19.38618112,115.7355926,43.27200067,16.29509913,27.95975942,74.37729754,54.98074711,Carrots
6.632518439,0.349178684,11.86007122,128.2345817,48.34113932,14.50042769,24.55660781,74.75531414,58.57764857,Carrots
6.198266948,0.396974536,11.72365303,138.4048662,55.02771628,10.82721764,27.09813982,70.06969948,73.80236472,Carrots
6.023393998,0.239832639,19.48683504,115.796935,39.67667475,16.51432452,24.06207693,72.32088261,73.46824749,Carrots
6.141735576,0.210564388,15.92629971,127.0494813,34.11865138,10.38164032,29.73770884,74.31319728,64.45452202,Carrots
6.170382033,0.593033438,14.93689079,109.0621287,39.2896071,12.43062799,25.31738954,78.12312876,62.33703487,Carrots
6.728925828,0.241490025,13.86934566,133.6300639,55.15253461,18.08270154,22.87410525,76.56225708,50.07778216,Carrots
6.128675697,0.248058907,14.72631917,134.7879622,47.96972056,15.50758855,29.17774519,78.84043947,70.37626079,Carrots
6.348223393,0.450082847,18.93597753,133.0181979,52.10534057,18.77989172,26.87447422,73.52403786,71.24639335,Carrots
6.35624015,0.295052305,10.7233621,101.4419006,32.55455502,13.698697,22.58324963,74.06486256,57.12190093,Carrots
6.522923036,0.360080736,14.97345896,145.4005914,46.05868415,14.51728529,27.50332194,74.07671308,71.93230221,Carrots
6.295646004,0.580314888,12.36946518,106.1290141,47.19688047,14.559979,27.66677131,72.85484877,60.77268464,Carrots
6.258821596,0.462282543,18.93403074,138.4794313,48.58953251,12.27360599,20.82616108,73.49978563,55.6075951,Carrots
6.775656057,0.462499471,12.8170048,129.7965165,53.09824069,13.77017978,29.71906622,76.36714558,68.28439787,Carrots
6.352594111,0.348778943,10.07814926,134.3108068,37.05341216,11.00244132,24.55583327,79.9797112,58.78263667,Carrots
6.210782246,0.561198257,17.99670366,149.5176028,58.42641495,13.42120802,29.65064522,78.19545021,54.83868288,Carrots
6.297517466,0.285400018,13.95131841,142.5698545,58.61910992,19.10856236,23.33869107,76.35254434,74.31815631,Carrots
6.262796007,0.208380376,10.94427903,141.8220448,31.54278189,10.14589711,25.23606218,70.54780244,71.95999092,Carrots
6.319917602,0.52908249,16.63518956,116.9400041,51.55761763,16.52253057,24.4245198,73.98730417,65.81624029,Carrots
6.246542742,0.576958182,19.20198922,102.038585,45.98008636,10.32854645,29.54341885,74.34520658,67.14167052,Carrots
6.674169071,0.502311965,13.93590302,114.7913815,56.72561937,18.92897073,23.73983602,73.43075283,66.04353488,Carrots
6.740203049,0.585994263,16.56142979,134.8933861,40.60870326,16.08790033,29.86845761,70.94241664,56.67095114,Carrots
6.580394138,0.405625988,10.76418089,114.0763923,34.73854661,19.44498075,29.99485226,79.2770409,69.37962881,Carrots
6.693730008,0.50494897,18.28832249,108.6406471,32.9341118,15.78995569,26.30502111,76.97799449,51.89482685,Carrots
6.582950233,0.319006181,18.90566068,128.3553095,42.31627821,17.02389725,25.53767608,76.15405563,61.56067667,Carrots
6.681833345,0.418350928,17.5691499,148.1904676,48.61929889,11.20597077,21.70891233,76.00652676,69.00884654,Carrots
6.532789182,0.499547646,10.29343171,124.2456883,57.30532698,13.47314757,20.89864781,74.90859567,61.30998009,Carrots
6.118440584,0.375312051,18.17547654,136.9499347,40.08294926,12.90867826,24.41189833,73.33234227,63.27583486,Carrots
6.168316477,0.557510445,13.2499584,120.2654756,42.63508691,13.82282381,23.29865709,72.63732019,60.45125803,Carrots
6.379171569,0.550404588,19.02002399,126.9902895,38.03651423,16.12749761,29.37475026,74.21890136,66.40627817,Carrots
6.614851588,0.359515785,13.00468828,124.9945487,57.10895726,17.28896832,28.45397536,72.59229282,64.48027835,Carrots
6.435383726,0.596143588,19.87310475,113.6168178,42.68759959,16.66899857,22.80613334,79.55627341,71.95324599,Carrots
6.69139648,0.571384168,19.81018532,116.8663154,50.67118913,15.39830043,24.29037675,76.80589793,70.19514521,Carrots
6.612463855,0.594572647,18.51370049,129.4392086,42.01721869,19.11397852,24.48677324,73.60841389,62.75455073,Carrots
6.154888138,0.539178729,19.23472709,143.3008843,35.55656287,16.81711747,29.70915853,78.35052593,60.00011815,Carrots
6.77767004,0.424950594,13.06778023,148.2218762,54.34160401,19.05683202,21.7374686,78.30795789,67.45480062,Carrots
6.022872358,0.427351103,16.08602112,129.1321299,40.85293502,13.81862798,24.19602314,71.06869415,53.24288232,Carrots
6.045631127,0.456961219,12.50601415,138.4025873,39.95375483,19.65606232,29.92059786,77.52309174,63.7382357,Carrots
6.229312995,0.211801737,13.10326742,100.8782375,33.39721764,11.57567408,23.77882815,73.10108268,60.29258334,Carrots
6.699269825,0.509676325,15.21199796,138.9370067,34.46433478,19.13788228,29.50719526,70.17597969,52.6537567,Carrots
6.768897234,0.318362647,12.04883984,144.419073,42.48843005,16.85753558,27.35749635,72.30022638,69.45969846,Carrots
6.219139789,0.331058955,18.67881202,131.883629,59.35844042,18.62269907,23.12317735,79.86295314,60.16000429,Carrots
6.303802643,0.455801816,15.84108272,125.6726705,53.1750841,12.88495209,23.5169345,72.84793164,57.01081291,Carrots
6.599539071,0.440506475,15.79974456,132.9504432,54.19587605,13.81703936,28.94464896,79.91083857,74.98450706,Carrots
6.403901433,0.416964146,18.32723167,127.2336461,47.80414982,18.94248138,25.72840975,70.86302377,57.61212399,Carrots
6.676925022,0.21199561,18.09770983,123.2762203,58.17265736,19.99148293,20.18802018,78.851722,73.33942883,Carrots
6.070626306,0.539820092,14.14930398,134.2050365,40.76650045,13.42675708,23.72106206,79.87324638,56.35881346,Carrots
6.586454029,0.57181233,19.32141466,127.9621369,46.90585914,12.02984718,24.35874746,70.54203466,65.96524476,Carrots
6.075784676,0.206114415,11.71949959,147.4149101,45.38573336,16.43993466,22.22180586,72.08433235,70.32903502,Carrots
6.413884563,0.554013443,11.90652139,113.2010617,44.70470561,12.11889236,27.18197899,74.33832727,67.06977275,Carrots
6.510988922,0.548804606,13.91201224,106.3628153,32.11683809,15.15834796,25.4551356,74.27685091,58.46046208,Carrots
6.584767362,0.535615301,11.30090681,120.0658485,59.47754828,18.72130885,27.91003924,72.48598543,62.13899193,Carrots
6.100155374,0.259932258,12.75163303,125.1743974,50.9231527,14.75260472,24.62930316,76.20025286,70.86849013,Carrots
6.586799978,0.279968211,14.85335263,136.0792836,48.76988386,13.29536253,29.16215242,78.25446579,61.81491407,Carrots
6.669435355,0.315070727,10.50519903,135.2040368,50.81919347,10.8258123,21.89096077,79.57798034,65.10439037,Carrots
6.250862474,0.217936311,16.5600172,142.158403,37.29401605,15.51696247,29.19565214,72.94190234,64.0630361,Carrots
6.476770316,0.220259487,14.6753292,109.5379459,41.64560584,17.513363,22.37514425,74.13711135,74.68864699,Carrots
6.270613093,0.50592318,17.02832506,129.5013531,52.89178241,10.7959389,29.9222451,72.17148673,59.3761994,Carrots
6.13033878,0.561818993,10.77353418,149.857527,30.69668658,14.03212901,27.90071911,76.9654525,69.26672053,Carrots
6.394581364,0.335781463,17.3079884,145.9257315,40.64724108,10.01726337,25.85436811,77.79745868,59.43287389,Carrots
6.345282404,0.224926716,14.35838627,109.3217656,43.79725567,15.93368078,27.61720651,71.53495303,63.6268663,Carrots
6.102197643,0.597691064,14.47414754,109.8077802,41.95682233,19.59516876,25.75968046,76.96918738,52.20439259,Carrots
6.079682471,0.21111468,18.54344396,116.045374,54.81306516,16.03971797,25.26369224,70.2640039,50.07550438,Carrots
6.070384458,0.551268703,14.49455691,146.179109,51.12211523,18.39003904,27.65176933,79.9765319,60.52851311,Carrots
6.223776002,0.565000517,19.09634658,147.3665844,54.79748984,16.18626561,24.10058306,72.05761026,52.4488383,Carrots
6.463592471,0.319232824,16.75763261,135.0667032,42.32524754,12.5972227,26.98196699,72.56645872,57.97341479,Carrots
6.796378452,0.393262942,14.22867956,132.6214751,33.0447103,11.25025631,26.13120269,79.4601986,64.68506851,Carrots
6.096323688,0.473067248,11.13720164,110.2102669,39.76824085,18.13899103,25.73701793,74.94458664,50.79849098,Carrots
6.495192902,0.569694427,10.59607608,109.8635895,35.19810439,14.92816499,29.97113499,70.9858748,67.40710867,Carrots
6.61923024,0.288812305,16.95027581,140.2547215,35.19362307,11.15281423,22.30606834,75.26186004,53.06152514,Carrots
6.238931296,0.369112796,13.91814743,128.7482761,56.2486802,14.68890152,26.93430051,73.99767067,60.53837456,Carrots
6.068997591,0.405568195,16.11344967,125.9273449,44.08377758,12.01038518,27.18475784,73.25215831,54.35423024,Carrots
6.534430095,0.454300838,17.06370303,102.9031001,55.61290405,13.69065872,20.94180268,73.44846235,69.50119869,Carrots
6.57593029,0.41961508,11.66696604,127.24897,44.26627121,17.18149504,26.38559475,74.62751803,73.23630068,Carrots
6.400922911,0.224472831,15.84743888,139.9550984,31.48896162,18.95659266,29.2040877,78.00511778,54.81688798,Carrots
6.763388182,0.260619939,13.47224561,118.8186012,59.91275853,11.63925772,27.86874847,79.78996286,73.1820028,Carrots
6.270235344,0.322984038,13.23181789,144.1798283,53.97409134,14.00398432,25.14923049,76.2875,54.7909093,Carrots
6.616870573,0.323874431,15.03127562,145.3598209,43.10498916,16.05977738,20.70625694,79.6584902,51.79678692,Carrots
6.380046531,0.366148577,16.18566409,100.4410386,49.64429508,19.4349767,23.98157432,73.5631001,63.42721557,Carrots
6.407083115,0.272141961,14.61905131,134.0115986,54.82095504,10.12841682,24.97653318,75.45529576,51.87683612,Carrots
6.428741763,0.435521591,10.35203505,141.0101086,52.30189639,16.67300421,28.2479105,70.14644333,73.87416535,Carrots
6.395344674,0.347078451,16.93136499,143.6730853,56.79779236,12.39130416,27.64936973,77.58731482,52.86277529,Carrots
6.149244605,0.557624324,14.89399537,140.7119025,30.95408708,15.22246206,25.79386701,71.25183599,60.60063695,Carrots
6.036207651,0.315087986,18.44565691,122.0526748,30.4085073,19.16416858,23.15708164,79.30253022,64.61650867,Carrots
6.590322785,0.530424792,15.67957792,102.0570221,38.27321454,12.94834247,23.82535621,72.52711106,51.677766,Carrots
6.007027174,0.351849804,19.14737492,116.1281505,33.53115789,14.93918785,25.81962438,77.41289161,54.74313415,Carrots
6.556131477,0.371733491,11.1888808,137.9549025,51.69739341,11.22318597,21.94651774,74.24503894,54.00015644,Carrots
6.292743211,0.299652243,13.59484639,131.8992243,55.19533642,11.73124477,21.05351874,76.14058312,68.38539342,Carrots
6.435333006,0.400233494,16.96536602,138.4650759,57.40269643,12.34993742,27.00007726,76.7402863,50.34715461,Carrots
6.030391825,0.255833195,15.66455309,116.4814396,36.11492035,17.47508797,26.36492785,70.90884881,73.09978593,Carrots
6.727411834,0.555255733,18.3257848,137.7767489,36.75805565,10.42669931,24.20856963,73.2625956,62.76129018,Carrots
6.327367903,0.430122602,16.78604817,114.6686067,39.04409336,12.07240708,29.01240352,78.17348142,50.75413892,Carrots
6.394506252,0.441540941,16.0131766,123.1956876,50.57971591,13.47539666,22.70689491,73.52337124,53.15030714,Carrots
6.481015799,0.335764115,18.42801904,133.0412532,33.50784067,12.52995088,23.45695025,79.25410742,69.65526317,Carrots
6.21166367,0.56602205,13.88759973,133.079373,59.74025266,17.4289701,24.75847665,70.40434215,62.51504848,Carrots
